Employee ID,First Name,Last Name,Gender,State,City,Hire Date,Department,Job Title,Education Level,Performance Rating,Overtime,Salary,Birth Date,Termination Date,Adjusted Salary
E07453,Courtney,Bush,Female,IL,Springfield,2018-01-25,Marketing,Marketing Manager,Bachelor's Degree,Good,No,93581,1973-05-01,,95312
E07454,Carla,Castillo,Male,CA,Los Angeles,2024-08-09,IT,System Admin,Bachelor's Degree,Excellent,No,78522,1981-03-27,,82448
E07455,Russell,Herrera,Female,TX,Austin,2017-07-10,Marketing,Marketing Specialist,Associate Degree,Good,No,46532,1987-02-10,,45136
E07456,David,Hernandez,Female,IL,Chicago,2020-02-18,Finance,Accountant,Bachelor's Degree,Satisfactory,No,66315,1976-09-03,,67541
E07457,Stephen,Collins,Female,FL,Tampa,2022-04-25,Finance,Accountant,Bachelor's Degree,Satisfactory,No,84651,1992-12-11,,86217
E07458,Ronnie,Leblanc,Female,TX,Houston,2016-09-28,Marketing,Marketing Specialist,Associate Degree,Good,No,53957,1983-03-25,2018-03-22,52338
E07459,Sherry,Williams,Male,NY,Buffalo,2023-04-23,HR,HR Assistant,Associate Degree,Excellent,No,36756,1996-07-13,,34918
E07460,Roy,Gutierrez,Female,NY,New York,2019-04-04,IT,Developer,Bachelor's Degree,Good,Yes,91812,1986-01-09,,93510
E07461,Elijah,Hall,Male,TX,Austin,2016-11-23,Marketing,Marketing Specialist,Associate Degree,Excellent,Yes,48754,1982-03-07,,48754
E07462,Larry,Nguyen,Female,TX,Austin,2017-04-30,Marketing,Marketing Specialist,Associate Degree,Excellent,No,43643,1989-02-05,,40217
E07463,Joshua,Shaw,Female,IL,Chicago,2016-01-24,Sales,Sales Representative,High School Diploma,Satisfactory,Yes,49148,1982-01-20,,47673
E07464,Kevin,Lee,Female,NY,New York,2021-02-10,IT,Developer,Bachelor's Degree,Satisfactory,No,82306,1995-05-25,,79637
E07465,Timothy,Bradford,Male,CA,San Francisco,2023-05-24,Finance,Accountant,Bachelor's Degree,Excellent,No,71559,1995-06-15,,71380
E07466,Jose,Evans,Male,NY,New York,2022-09-24,HR,HR Manager,Bachelor's Degree,Satisfactory,No,82385,1988-01-03,,86504
E07467,Erika,Thompson,Female,FL,Miami,2017-08-23,Sales,Sales Manager,Bachelor's Degree,Good,No,84349,1985-04-03,,85909
E07468,Tammy,Lynch,Female,FL,Miami,2015-09-21,Finance,Financial Analyst,Master's Degree,Satisfactory,No,80085,1980-11-08,,85450
E07469,Austin,Alvarez,Male,NY,Rochester,2021-08-27,Finance,Accountant,Bachelor's Degree,Good,No,80216,1988-04-21,,84226
E07470,Bruce,Davis,Female,CA,San Francisco,2019-10-01,Marketing,Marketing Specialist,Associate Degree,Excellent,No,60848,1993-06-13,,56071
E07471,Wayne,Grant,Female,IL,Naperville,2023-09-05,Sales,Sales Representative,High School Diploma,Excellent,No,42722,1996-12-26,,39368
E07472,Susan,Hampton,Male,FL,Miami,2019-05-16,Marketing,Marketing Manager,Bachelor's Degree,Good,No,65400,1975-11-13,,68670
E07473,Manuel,Silva,Male,CA,San Diego,2024-09-04,Marketing,Marketing Manager,Bachelor's Degree,Needs Improvement,No,91414,1995-04-28,,91185
E07474,Patricia,Aguirre,Female,FL,Orlando,2024-03-13,Marketing,Marketing Manager,Bachelor's Degree,Good,Yes,92230,1989-11-07,,93936
E07475,Jennifer,Pruitt,Male,NY,Buffalo,2019-02-07,IT,Developer,Bachelor's Degree,Needs Improvement,Yes,109627,1982-01-28,,115108
E07476,Michelle,Giles,Female,IL,Chicago,2016-01-29,Marketing,Marketing Specialist,Associate Degree,Good,No,55759,1987-05-23,,51381
E07477,Katie,Mahoney,Female,IL,Chicago,2024-03-30,IT,Developer,Bachelor's Degree,Excellent,No,98319,1985-05-13,,100137
E07478,Robin,Russell,Female,NY,Buffalo,2015-02-14,Finance,Financial Analyst,Master's Degree,Satisfactory,No,73014,1985-06-06,,77905
E07479,Christopher,Cherry,Male,IL,Naperville,2017-10-12,Finance,Accountant,Bachelor's Degree,Excellent,Yes,68518,1988-08-01,,68346
E07480,Darrell,Fuller,Female,CA,Los Angeles,2015-10-15,Marketing,Marketing Manager,Bachelor's Degree,Good,No,88285,1974-03-08,,89918
E07481,Curtis,Silva,Male,CA,Los Angeles,2016-01-14,HR,HR Assistant,Associate Degree,Needs Improvement,No,44712,1982-06-08,,44712
E07482,Juan,Haynes,Female,IL,Naperville,2021-01-04,Finance,Accountant,Bachelor's Degree,Excellent,No,64693,1989-07-26,,65889
E07483,Chelsey,Shaw,Male,TX,Houston,2015-11-12,HR,HR Manager,Bachelor's Degree,Satisfactory,No,77257,1964-05-16,,85175
E07484,Debra,Jackson,Female,TX,Austin,2022-07-08,Finance,Financial Analyst,Master's Degree,Good,Yes,71038,1990-07-25,,75797
E07485,Stephen,Trevino,Male,CA,Los Angeles,2021-06-01,IT,System Admin,Bachelor's Degree,Good,No,69379,1990-11-01,,72847
E07486,Brian,Liu,Male,CA,Los Angeles,2017-05-19,Marketing,Marketing Specialist,Associate Degree,Satisfactory,No,52996,1987-01-14,,52996
E07487,Adam,Young,Female,FL,Miami,2018-05-21,Finance,Accountant,Bachelor's Degree,Needs Improvement,No,74557,1981-09-20,,75936
E07488,Sheena,Rice,Male,FL,Miami,2017-02-02,Finance,Accountant,Bachelor's Degree,Good,Yes,66625,1991-09-02,,66458
E07489,Zachary,Hunt,Male,NY,Rochester,2016-06-25,Sales,Sales Representative,High School Diploma,Good,Yes,56168,1992-05-08,,53359
E07490,Sarah,Brown,Female,IL,Springfield,2021-02-04,Finance,Accountant,Bachelor's Degree,Satisfactory,No,62255,1995-03-06,,60236
E07491,Jennifer,Sullivan,Male,CA,San Diego,2018-01-19,HR,HR Assistant,Associate Degree,Good,No,43212,1990-02-24,,41051
E07492,Andrea,Smith,Female,NY,Rochester,2022-01-10,IT,System Admin,Bachelor's Degree,Excellent,No,57579,1996-12-26,,55712
E07493,Gregory,Gibson,Female,TX,Austin,2024-04-05,IT,System Admin,Bachelor's Degree,Good,No,61113,1990-10-19,,62243
E07494,Erika,Carey,Female,TX,Austin,2023-02-15,IT,Developer,Bachelor's Degree,Good,No,87328,1999-05-20,,84496
E07495,Diana,Edwards,Male,FL,Miami,2015-02-20,IT,Developer,Bachelor's Degree,Good,Yes,105292,1987-12-09,2016-07-12,105028
E07496,Alyssa,Rodriguez,Male,NY,Rochester,2024-09-18,Finance,Financial Analyst,Master's Degree,Good,Yes,66610,1987-02-06,,73271
E07497,Katherine,Cross,Male,IL,Chicago,2024-12-04,Marketing,Marketing Manager,Bachelor's Degree,Good,No,86251,1991-10-11,,90563
E07498,Thomas,Cordova,Female,IL,Springfield,2018-10-27,HR,HR Assistant,Associate Degree,Excellent,Yes,48204,1992-10-22,,44419
E07499,Edward,Clark,Female,IL,Chicago,2017-05-05,HR,HR Assistant,Associate Degree,Satisfactory,No,49994,1985-07-18,,48494
E07500,Michael,Atkinson,Male,IL,Naperville,2016-12-15,Marketing,Marketing Manager,Bachelor's Degree,Satisfactory,Yes,94718,1982-04-22,,99453
E07501,Michelle,Thomas,Male,FL,Tampa,2015-04-21,Marketing,Marketing Manager,Bachelor's Degree,Needs Improvement,No,71720,1973-11-08,,75306
E07502,Ashley,Snyder,Female,CA,Los Angeles,2021-06-29,HR,HR Manager,Bachelor's Degree,Good,No,74846,1967-01-25,,80042
E07503,Billy,Crawford,Male,IL,Chicago,2020-08-21,HR,HR Assistant,Associate Degree,Satisfactory,No,48644,1995-06-14,2022-06-04,46211
E07504,Jacob,Odom,Male,TX,Austin,2016-04-28,Sales,Sales Manager,Bachelor's Degree,Excellent,No,80170,1966-05-11,,84178
E07505,Jack,Kelly,Male,FL,Orlando,2016-05-19,IT,IT Support,Associate Degree,Satisfactory,No,55043,1995-08-14,,52290
E07506,Shannon,Stewart,Male,CA,San Diego,2021-12-29,Finance,Financial Analyst,Master's Degree,Needs Improvement,No,69451,1981-03-13,,76396
E07507,Martin,Garcia,Female,CA,Los Angeles,2018-10-10,Sales,Sales Representative,High School Diploma,Good,No,41984,1983-07-07,,40724
E07508,Ashley,Wilkins,Female,CA,Los Angeles,2020-04-06,HR,HR Assistant,Associate Degree,Excellent,Yes,40945,1995-03-28,,37730
E07509,Christine,Young,Male,FL,Orlando,2021-09-12,IT,System Admin,Bachelor's Degree,Good,Yes,63192,1990-05-20,,66351
E07510,Kent,Johnson,Female,CA,San Francisco,2021-10-23,Finance,Financial Analyst,Master's Degree,Good,Yes,80687,1988-08-21,,86093
E07511,David,May,Male,CA,San Diego,2018-09-29,Marketing,Marketing Manager,Bachelor's Degree,Good,No,72037,1973-05-21,,75638
E07512,Joseph,Glover,Male,NY,New York,2016-02-12,Finance,Accountant,Bachelor's Degree,Good,No,83879,1981-07-25,,88072
E07513,Daniel,Butler,Female,NY,Buffalo,2022-02-27,Finance,Accountant,Bachelor's Degree,Good,No,82674,1994-09-16,,79993
E07514,Juan,Rasmussen,Female,NY,New York,2021-01-28,IT,Developer,Bachelor's Degree,Satisfactory,Yes,97614,1991-02-12,,99419
E07515,Melanie,Lopez,Male,CA,Los Angeles,2019-05-10,Finance,Accountant,Bachelor's Degree,Needs Improvement,No,69286,1983-12-11,2020-12-06,72750
E07516,Sharon,Velasquez,Male,FL,Miami,2018-03-11,Finance,Accountant,Bachelor's Degree,Needs Improvement,No,74162,1989-09-26,,73976
E07517,Kyle,Gutierrez,Male,NY,Rochester,2015-12-02,Marketing,Marketing Specialist,Associate Degree,Good,No,58980,1991-10-10,,56031
E07518,David,Brewer,Female,TX,Austin,2022-10-09,IT,Developer,Bachelor's Degree,Satisfactory,No,96698,1996-05-10,,93562
E07519,Carlos,Lewis,Male,IL,Chicago,2016-03-12,HR,HR Manager,Bachelor's Degree,Satisfactory,No,77831,1973-03-21,,81722
E07520,Timothy,Jones,Female,FL,Orlando,2019-03-06,IT,Developer,Bachelor's Degree,Excellent,Yes,94299,1990-02-09,,91241
E07521,Cassidy,Heath,Male,CA,San Diego,2022-12-02,Sales,Sales Manager,Bachelor's Degree,Good,Yes,92619,1994-08-05,,92387
E07522,Gordon,Montgomery,Female,NY,New York,2018-10-13,Finance,Accountant,Bachelor's Degree,Good,Yes,69449,1968-06-08,,70733
E07523,Jade,Rogers,Female,FL,Tampa,2016-07-07,Finance,Accountant,Bachelor's Degree,Good,No,83199,1978-09-04,,84738
E07524,Breanna,Sullivan,Female,IL,Naperville,2015-10-13,HR,HR Manager,Bachelor's Degree,Excellent,Yes,89014,1973-05-17,,90660
E07525,Charles,Alexander,Female,CA,San Diego,2020-04-16,HR,HR Assistant,Associate Degree,Satisfactory,No,41231,1995-08-03,,37994
E07526,Christopher,Mills,Male,TX,Austin,2021-01-20,Finance,Financial Analyst,Master's Degree,Good,No,82512,1982-04-26,,90763
E07527,Randy,Wilson,Male,NY,Buffalo,2023-12-09,IT,Developer,Bachelor's Degree,Satisfactory,No,114246,1985-09-12,,119958
E07528,Colin,Rowe,Female,IL,Naperville,2020-02-04,Sales,Sales Representative,High School Diploma,Good,Yes,32661,1998-12-28,,30097
E07529,Robert,Rogers,Male,NY,New York,2018-06-17,Sales,Sales Representative,High School Diploma,Satisfactory,No,59059,1994-11-23,,56106
E07530,Shannon,Horn,Female,TX,Austin,2021-07-26,IT,System Admin,Bachelor's Degree,Good,Yes,50435,1991-04-06,2022-12-23,51368
E07531,Vicki,Simmons,Male,IL,Springfield,2020-02-24,HR,HR Assistant,Associate Degree,Excellent,Yes,42226,1995-03-01,,40114
E07532,Lance,Martin,Female,TX,Austin,2019-02-12,HR,HR Manager,Bachelor's Degree,Satisfactory,No,85651,1987-10-11,,87235
E07533,Wendy,Sawyer,Male,NY,Buffalo,2023-10-01,HR,HR Manager,Bachelor's Degree,Satisfactory,No,70453,1985-09-09,,73975
E07534,Michael,Gordon,Male,IL,Springfield,2022-02-01,Marketing,Marketing Specialist,Associate Degree,Satisfactory,No,62317,1997-03-22,,59201
E07535,John,Small,Male,TX,Austin,2015-09-28,HR,HR Assistant,Associate Degree,Satisfactory,Yes,49911,1990-02-18,,47415
E07536,Cynthia,Williams,Male,TX,Austin,2021-09-08,HR,HR Assistant,Associate Degree,Satisfactory,No,45542,1989-11-18,,45542
E07537,Tara,Stanley,Male,NY,Rochester,2021-09-28,IT,System Admin,Bachelor's Degree,Satisfactory,No,56925,1995-09-19,,56782
E07538,Joyce,Villa,Male,NY,New York,2020-09-02,Marketing,Marketing Manager,Bachelor's Degree,Good,No,77612,1982-07-17,,81492
E07539,Thomas,Rodriguez,Male,FL,Tampa,2017-02-15,HR,HR Assistant,Associate Degree,Good,No,36438,1993-02-09,,34616
E07540,Meghan,Cook,Male,TX,Austin,2016-03-19,Sales,Sales Representative,High School Diploma,Satisfactory,No,46786,1988-11-02,,44446
E07541,Eric,Choi,Male,FL,Miami,2023-07-21,HR,HR Assistant,Associate Degree,Good,Yes,42772,1998-01-20,,40633
E07542,Richard,Cole,Male,FL,Tampa,2021-07-12,HR,HR Manager,Bachelor's Degree,Good,No,89576,1978-12-16,2023-09-29,94054
E07543,Stephen,Roberts,Female,CA,San Diego,2020-01-06,HR,HR Assistant,Associate Degree,Needs Improvement,No,37724,1989-04-06,,36592
E07544,Alison,Zamora,Female,FL,Tampa,2015-11-02,Marketing,Marketing Specialist,Associate Degree,Needs Improvement,Yes,41568,1986-06-17,,38304
E07545,Rachel,Rich,Female,CA,San Francisco,2024-08-29,Marketing,Marketing Specialist,Associate Degree,Excellent,No,59694,1989-08-11,,57903
E07546,Jeremy,Wilson,Female,IL,Chicago,2021-03-09,IT,IT Support,Associate Degree,Needs Improvement,No,51483,1996-04-06,2022-10-19,47441
E07547,Joshua,Miller,Male,NY,Buffalo,2022-05-18,Sales,Sales Manager,Bachelor's Degree,Excellent,No,71050,1972-08-13,,74602
E07548,Keith,Johnson,Male,FL,Tampa,2021-08-15,HR,HR Assistant,Associate Degree,Needs Improvement,No,49818,1994-12-06,,47327
E07549,Amanda,Wright,Male,IL,Naperville,2022-01-08,IT,Developer,Bachelor's Degree,Needs Improvement,No,106735,1999-07-24,,106468
E07550,Melissa,Garcia,Male,FL,Miami,2023-12-14,HR,HR Assistant,Associate Degree,Good,No,35642,1989-07-14,,35642
E07551,David,Hubbard,Female,NY,Buffalo,2020-06-10,Finance,Financial Analyst,Master's Degree,Good,Yes,87988,1980-01-18,,93883
E07552,Kenneth,Sanchez,Female,TX,Dallas,2020-03-07,Marketing,Marketing Specialist,Associate Degree,Good,No,44336,1987-02-20,,43005
E07553,Kevin,Dixon,Male,CA,San Diego,2021-02-15,HR,HR Manager,Bachelor's Degree,Good,No,63552,1988-02-27,2023-10-20,66729
E07554,Justin,Boyd,Female,CA,San Francisco,2017-08-26,Marketing,Marketing Specialist,Associate Degree,Good,No,40463,1984-08-18,,39249
E07555,William,Lindsey,Female,IL,Springfield,2021-10-07,Marketing,Marketing Specialist,Associate Degree,Satisfactory,Yes,57281,1993-04-03,,52784
E07556,Christopher,Williams,Male,NY,Buffalo,2019-10-21,IT,Developer,Bachelor's Degree,Satisfactory,Yes,98169,1986-12-26,,103077
E07557,Natasha,Jenkins,Female,NY,New York,2015-05-22,IT,Developer,Bachelor's Degree,Needs Improvement,No,76286,1990-02-28,,73812
E07558,Destiny,Mills,Male,TX,Houston,2018-09-29,Finance,Financial Analyst,Master's Degree,Satisfactory,Yes,73690,1981-05-03,2019-04-27,81059
E07559,John,Martin,Female,NY,Buffalo,2020-10-26,Marketing,Marketing Specialist,Associate Degree,Good,No,40530,1997-10-07,,37348
E07560,Ryan,Wallace,Male,FL,Tampa,2020-09-15,Sales,Sales Representative,High School Diploma,Good,No,46284,1990-10-12,,46284
E07561,Andrew,Shah,Female,FL,Tampa,2024-02-28,Marketing,Marketing Manager,Bachelor's Degree,Excellent,No,85039,1989-06-08,,86612
E07562,Brittany,Rodriguez,Female,CA,San Diego,2023-11-13,Marketing,Marketing Manager,Bachelor's Degree,Needs Improvement,Yes,82708,1978-05-13,,84238
E07563,William,Rogers,Male,FL,Orlando,2017-03-13,Sales,Sales Representative,High School Diploma,Satisfactory,No,37445,1992-07-17,,35572
E07564,Rebecca,Mitchell,Female,FL,Orlando,2023-07-07,Marketing,Marketing Specialist,Associate Degree,Excellent,No,60280,2001-09-04,,55548
E07565,Alexander,Lewis,Male,IL,Naperville,2018-01-05,HR,HR Assistant,Associate Degree,Good,No,43632,1985-09-02,,43632
E07566,Michael,Evans,Female,NY,Rochester,2021-05-02,Finance,Financial Analyst,Master's Degree,Excellent,No,73696,1996-06-06,,74701
E07567,Lisa,Stuart,Male,CA,San Diego,2019-03-23,Finance,Financial Analyst,Master's Degree,Excellent,No,81189,1994-02-16,,84842
E07568,Amanda,Brown,Female,TX,Houston,2022-07-07,IT,IT Support,Associate Degree,Excellent,Yes,40025,1987-05-23,,38824
E07569,Cynthia,Bradley,Female,FL,Tampa,2017-06-16,Marketing,Marketing Specialist,Associate Degree,Good,No,52954,1982-09-11,2018-02-24,51365
E07570,Linda,Price,Male,CA,Los Angeles,2015-11-06,IT,System Admin,Bachelor's Degree,Good,Yes,75646,1979-12-22,,79428
E07571,Shawn,Scott,Male,TX,Houston,2018-07-14,IT,Developer,Bachelor's Degree,Needs Improvement,Yes,90816,1989-07-09,,90588
E07572,Jacob,Mcdowell,Male,CA,Los Angeles,2015-11-10,Finance,Accountant,Bachelor's Degree,Good,No,80393,1981-07-22,,84412
E07573,Jacob,Ortega,Male,IL,Chicago,2021-10-08,IT,System Admin,Bachelor's Degree,Good,Yes,72754,1985-07-06,,76391
E07574,Jose,Herrera,Male,FL,Miami,2021-04-18,Sales,Sales Representative,High School Diploma,Good,No,46660,1992-07-01,2022-03-10,44327
E07575,Derek,Richard,Male,IL,Springfield,2016-06-24,HR,HR Assistant,Associate Degree,Good,No,38641,1989-12-01,,36708
E07576,Julie,Branch,Female,FL,Orlando,2015-11-16,Sales,Sales Manager,Bachelor's Degree,Good,No,90654,1985-10-06,,92331
E07577,Lori,Elliott,Female,FL,Tampa,2023-04-17,Marketing,Marketing Specialist,Associate Degree,Good,No,48140,1996-01-11,,44361
E07578,Jennifer,Carter,Male,CA,San Diego,2022-04-09,HR,HR Assistant,Associate Degree,Excellent,No,38396,1990-01-26,,38396
E07579,Emily,Lloyd,Female,IL,Naperville,2018-08-25,Finance,Accountant,Bachelor's Degree,Satisfactory,No,78233,1979-05-03,,79680
E07580,Linda,Beard,Male,IL,Springfield,2020-03-07,Finance,Accountant,Bachelor's Degree,Excellent,Yes,74510,1976-07-19,,78235
E07581,Lee,Gutierrez,Male,FL,Miami,2016-03-05,Finance,Accountant,Bachelor's Degree,Good,Yes,70312,1981-08-16,,73827
E07582,Kristen,Melton,Female,TX,Houston,2022-01-13,HR,HR Assistant,Associate Degree,Good,Yes,47359,1988-01-20,,45938
E07583,James,Anderson,Female,CA,San Francisco,2015-04-20,Finance,Accountant,Bachelor's Degree,Needs Improvement,Yes,83605,1986-01-12,,80894
E07584,Kaylee,Stephens,Male,IL,Chicago,2022-07-01,Sales,Sales Manager,Bachelor's Degree,Excellent,No,95259,1985-12-13,,100021
E07585,Jennifer,Meadows,Male,NY,Buffalo,2019-12-02,IT,IT Support,Associate Degree,Good,No,49271,1987-06-28,2021-10-22,49271
E07586,Donna,Zimmerman,Male,FL,Orlando,2021-11-28,Sales,Sales Manager,Bachelor's Degree,Good,Yes,82304,1986-12-17,,86419
E07587,Angela,Contreras,Male,FL,Tampa,2018-06-16,Finance,Accountant,Bachelor's Degree,Satisfactory,No,76107,1976-01-01,,79912
E07588,Natalie,Ramos,Male,IL,Naperville,2020-06-02,HR,HR Assistant,Associate Degree,Good,No,47468,1989-10-15,2022-12-23,47468
E07589,Scott,Villarreal,Female,CA,Los Angeles,2016-11-21,Sales,Sales Representative,High School Diploma,Good,No,52740,1993-04-22,,48599
E07590,Cameron,Cooper,Female,CA,Los Angeles,2018-03-30,Finance,Accountant,Bachelor's Degree,Good,No,79880,1974-03-23,,81357
E07591,Sierra,Thomas,Male,IL,Naperville,2018-11-25,Finance,Accountant,Bachelor's Degree,Excellent,Yes,77258,1993-04-28,,77064
E07592,Bradley,Hamilton,Male,TX,Houston,2020-12-30,Sales,Sales Representative,High School Diploma,Satisfactory,No,49015,1998-02-11,,46564
E07593,Jonathan,Sullivan,Female,FL,Tampa,2016-09-22,Marketing,Marketing Specialist,Associate Degree,Good,No,51462,1993-02-16,2017-03-27,47422
E07594,Jeremy,Evans,Male,NY,Buffalo,2016-11-11,HR,HR Assistant,Associate Degree,Good,Yes,43750,1993-12-18,2017-09-27,41562
E07595,Lori,Davis,Female,TX,Houston,2019-04-22,Marketing,Marketing Manager,Bachelor's Degree,Excellent,No,77625,1988-07-03,,79061
E07596,James,Shields,Female,FL,Orlando,2020-12-12,HR,HR Manager,Bachelor's Degree,Satisfactory,No,61604,1988-11-23,,62743
E07597,Michelle,Johnson,Female,NY,Buffalo,2021-07-31,Finance,Accountant,Bachelor's Degree,Good,No,81258,1981-08-12,,82761
E07598,Sabrina,Hill,Female,IL,Chicago,2016-09-06,Sales,Sales Manager,Bachelor's Degree,Satisfactory,No,90887,1972-05-28,,92568
E07599,Gloria,Vega,Male,TX,Houston,2024-06-22,Marketing,Marketing Specialist,Associate Degree,Good,No,62510,1994-12-27,,62510
E07600,William,Mcdonald,Female,NY,New York,2023-03-22,HR,HR Assistant,Associate Degree,Good,No,49728,1988-08-05,,48236
E07601,Sheila,Roberts,Female,FL,Orlando,2021-02-19,Sales,Sales Representative,High School Diploma,Satisfactory,Yes,51999,1993-03-21,,47917
E07602,David,Reid,Male,NY,Rochester,2016-02-06,Finance,Accountant,Bachelor's Degree,Good,No,72620,1989-10-03,,72438
E07603,Sergio,Velez,Female,IL,Springfield,2021-02-10,HR,HR Manager,Bachelor's Degree,Good,No,67621,1976-11-24,,68871
E07604,Brian,Murray,Female,IL,Springfield,2018-08-29,Marketing,Marketing Specialist,Associate Degree,Good,No,43197,1987-09-17,,41901
E07605,Diana,Reed,Female,FL,Miami,2022-11-04,HR,HR Assistant,Associate Degree,Excellent,No,42945,1991-06-05,,41656
E07606,Michelle,Calderon,Male,FL,Miami,2015-10-06,Finance,Accountant,Bachelor's Degree,Good,No,63766,1970-05-14,,66954
E07607,Jessica,Martinez,Female,TX,Houston,2023-12-14,Finance,Financial Analyst,Master's Degree,Good,Yes,71699,1992-02-12,,76502
E07608,Marcus,Martin,Female,IL,Springfield,2018-03-07,Sales,Sales Manager,Bachelor's Degree,Good,Yes,76165,1987-10-09,,77574
E07609,Carol,Tapia,Female,FL,Miami,2021-08-28,Marketing,Marketing Manager,Bachelor's Degree,Good,No,67087,1983-04-06,,68328
E07610,Paul,Holloway,Female,TX,Dallas,2024-09-19,IT,IT Support,Associate Degree,Good,No,48135,1997-04-08,,44356
E07611,Derrick,Morton,Male,IL,Naperville,2022-03-21,Finance,Accountant,Bachelor's Degree,Satisfactory,No,64180,1989-04-26,,67389
E07612,Frank,Day,Female,TX,Austin,2017-12-28,Marketing,Marketing Specialist,Associate Degree,Excellent,Yes,55828,1988-01-28,,51445
E07613,Stephanie,Rogers,Male,CA,San Francisco,2016-11-02,IT,System Admin,Bachelor's Degree,Good,No,63762,1978-10-02,,66950
E07614,Briana,Smith,Female,FL,Orlando,2017-12-08,Finance,Accountant,Bachelor's Degree,Excellent,No,69873,1981-11-06,,71165
E07615,James,Clay,Male,IL,Naperville,2021-08-04,IT,Developer,Bachelor's Degree,Satisfactory,No,92359,1997-10-04,2024-07-17,92128
E07616,Michelle,Howe,Female,NY,Rochester,2015-10-16,Marketing,Marketing Specialist,Associate Degree,Excellent,No,45236,1989-05-07,,41684
E07617,John,Stewart,Female,IL,Springfield,2017-09-12,Marketing,Marketing Manager,Bachelor's Degree,Excellent,No,93115,1989-10-07,2022-03-04,90095
E07618,Mark,Goodwin,Female,NY,Rochester,2024-04-06,IT,Developer,Bachelor's Degree,Good,Yes,104332,2000-03-19,2026-02-22,100949
E07619,Bryan,Wright,Male,NY,Rochester,2020-05-19,HR,HR Manager,Bachelor's Degree,Good,Yes,86138,1967-09-24,,94967
E07620,Edward,Palmer,Male,FL,Tampa,2018-07-31,HR,HR Manager,Bachelor's Degree,Satisfactory,No,86584,1966-02-06,,95458
E07621,Valerie,Stevens,Female,CA,San Diego,2015-04-15,Finance,Accountant,Bachelor's Degree,Good,No,77935,1984-06-23,,79376
E07622,Mary,Ramirez,Female,FL,Tampa,2022-10-26,Finance,Accountant,Bachelor's Degree,Needs Improvement,No,60941,1979-10-15,,62068
E07623,Donald,Mcguire,Female,TX,Dallas,2017-11-04,Marketing,Marketing Manager,Bachelor's Degree,Excellent,No,78951,1975-08-07,,80411
E07624,Michael,Garcia,Female,IL,Chicago,2020-02-13,Finance,Accountant,Bachelor's Degree,Excellent,Yes,76631,1991-08-09,,74146
E07625,Debra,Ward,Female,NY,Buffalo,2016-02-04,IT,Developer,Bachelor's Degree,Good,No,82704,1985-04-22,,84234
E07626,Luke,Padilla,Male,CA,San Francisco,2017-01-11,Finance,Financial Analyst,Master's Degree,Good,No,85826,1974-05-11,,94408
E07627,Paul,White,Female,TX,Dallas,2017-05-07,Finance,Financial Analyst,Master's Degree,Excellent,Yes,80960,1979-04-01,,86384
E07628,Michael,Norman,Male,IL,Naperville,2023-12-16,IT,Developer,Bachelor's Degree,Good,No,103086,1994-12-26,,102828
E07629,John,White,Male,CA,San Francisco,2019-12-17,Marketing,Marketing Manager,Bachelor's Degree,Good,No,81809,1987-04-25,,85899
E07630,Anthony,Knight,Male,IL,Naperville,2018-10-14,Sales,Sales Manager,Bachelor's Degree,Satisfactory,No,71711,1977-05-03,,75296
E07631,Andrew,Soto,Female,FL,Orlando,2024-12-03,Marketing,Marketing Manager,Bachelor's Degree,Satisfactory,Yes,72358,1994-07-08,2026-01-10,73696
E07632,Elizabeth,Day,Male,NY,Rochester,2018-04-23,HR,HR Manager,Bachelor's Degree,Good,Yes,73862,1966-03-15,,81432
E07633,Maria,Mullen,Male,IL,Naperville,2019-03-28,Marketing,Marketing Specialist,Associate Degree,Good,Yes,59721,1996-03-22,,56734
E07634,Robert,Hill,Male,NY,New York,2021-06-20,IT,Developer,Bachelor's Degree,Satisfactory,No,98849,1981-10-28,,103791
E07635,Greg,Mccormick,Female,FL,Miami,2015-01-23,Sales,Sales Representative,High School Diploma,Good,No,56900,1982-06-24,2020-03-10,55193
E07636,Tyler,Bennett,Male,CA,San Diego,2019-12-16,Sales,Sales Manager,Bachelor's Degree,Good,No,75313,1975-07-28,,79078
E07637,Jared,Hopkins,Female,IL,Springfield,2015-07-01,HR,HR Manager,Bachelor's Degree,Satisfactory,No,60501,1964-01-16,,64701
E07638,Stacie,Jones,Female,CA,Los Angeles,2021-04-16,IT,Developer,Bachelor's Degree,Satisfactory,No,106571,1986-01-04,,108542
E07639,Tammy,Thornton,Male,FL,Tampa,2022-05-03,HR,HR Assistant,Associate Degree,Needs Improvement,No,35422,1994-01-06,,33650
E07640,Edward,Kirk,Male,CA,San Francisco,2020-04-05,IT,System Admin,Bachelor's Degree,Good,No,78038,1978-06-11,,81939
E07641,Kevin,Robertson,Female,IL,Chicago,2019-11-11,IT,Developer,Bachelor's Degree,Needs Improvement,Yes,75189,1981-11-04,,76579
E07642,Michael,Allen,Male,TX,Houston,2023-01-13,IT,IT Support,Associate Degree,Satisfactory,Yes,54924,1995-01-09,,52177
E07643,Maria,Johnson,Female,TX,Austin,2019-09-22,IT,Developer,Bachelor's Degree,Good,Yes,80597,1985-09-28,,82088
E07644,Cory,Mejia,Male,CA,San Diego,2023-06-29,Sales,Sales Manager,Bachelor's Degree,Good,Yes,95045,1983-02-09,,99797
