employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-42435858,Heather,Martinez,Male,Pennsylvania,Philadelphia,2024-12-11,Operations,Inventory Specialist,High School,65187,Needs Improvement,Yes,2002-03-07,
00-39835580,Stephanie,Bates,Female,New York,New York City,2024-08-09,HR,HR Coordinator,Bachelor,68410,Good,Yes,1962-04-20,
00-63378193,Melanie,Parker,Male,New York,New York City,2022-09-29,Operations,Inventory Specialist,High School,56715,Satisfactory,Yes,1972-07-23,
00-18169239,Sylvia,Brooks,Male,New York,Rochester,2017-03-29,HR,HR Assistant,Bachelor,62552,Good,Yes,2000-07-11,
00-92241666,Andrew,Long,Male,Michigan,Warren,2023-06-28,Marketing,Content Creator,High School,59912,Good,No,2002-12-07,
00-24592917,Nicholas,Charles,Male,New York,Rochester,2022-03-03,Marketing,Marketing Manager,PhD,107333,Needs Improvement,No,1983-04-10,
00-91162973,Matthew,Smith,Male,New York,New York City,2017-03-04,Operations,Inventory Specialist,Bachelor,63345,Good,Yes,1998-09-20,
00-31206894,Cynthia,Poole,Female,New York,New York City,2024-01-29,Customer Service,Customer Service Representative,High School,61141,Satisfactory,Yes,1984-11-05,
00-82600803,Trevor,Galloway,Male,New York,New York City,2023-05-02,Customer Service,Support Specialist,High School,59631,Excellent,No,1972-08-06,
00-25820638,Jonathan,Nolan,Male,North Carolina,Raleigh,2023-03-13,Operations,Inventory Specialist,Bachelor,67219,Good,No,1992-08-09,
00-97539138,Justin,Stevens,Male,New York,Rochester,2015-04-09,Marketing,SEO Specialist,High School,61866,Good,Yes,1996-01-21,
00-67611344,Isaiah,Brown,Male,Michigan,Grand Rapids,2016-03-13,Customer Service,Support Specialist,High School,60377,Good,No,1998-02-06,
00-66342092,Doris,Armstrong,Female,New York,Rochester,2019-10-30,Operations,Inventory Specialist,High School,64217,Satisfactory,Yes,1966-11-29,
00-33037865,Edward,Mccormick,Male,Ohio,Cincinnati,2019-04-30,IT,Software Developer,Master,96564,Excellent,No,1963-08-25,
00-96506181,Mark,Davis,Male,New York,New York City,2018-01-06,Sales,Sales Representative,Bachelor,65445,Good,No,1978-08-31,
00-75666288,Jo,Johnson,Female,New York,Buffalo,2017-01-16,IT,Software Developer,Master,111045,Satisfactory,No,1980-03-02,
00-88703145,Dawn,Stafford,Male,New York,New York City,2018-11-22,Customer Service,Customer Service Representative,Bachelor,64661,Satisfactory,No,1998-04-23,
00-10076576,Erica,Kelly,Male,New York,Buffalo,2020-01-03,Operations,Inventory Specialist,Bachelor,63824,Excellent,No,1999-07-02,
00-50446864,Dana,Haley,Female,New York,Rochester,2023-08-04,Marketing,Marketing Coordinator,Bachelor,74345,Satisfactory,No,1985-11-25,
00-76459478,Robin,Dixon,Male,New York,Buffalo,2024-04-04,IT,Software Developer,Bachelor,90792,Satisfactory,No,1994-01-15,
00-12912578,Alexis,Tanner,Female,Illinois,Naperville,2017-02-15,Customer Service,Help Desk Technician,High School,66966,Good,No,1984-06-03,
00-99269195,Christopher,Long,Male,North Carolina,Charlotte,2022-03-27,Operations,Inventory Specialist,Bachelor,68358,Good,No,1962-02-28,
00-33052880,Laura,Jensen,Female,Pennsylvania,Philadelphia,2020-01-03,Operations,Inventory Specialist,High School,61778,Good,No,1987-06-10,
00-20436008,Juan,Gregory,Female,New York,Rochester,2023-12-25,Operations,Operations Analyst,Bachelor,79281,Good,No,1989-08-24,
00-41970207,Rhonda,Cook,Female,New York,New York City,2021-12-07,Operations,Inventory Specialist,Bachelor,60278,Excellent,No,1973-10-09,
00-82774717,Wendy,Hawkins,Male,Ohio,Cleveland,2020-07-29,Marketing,Content Creator,Bachelor,64702,Excellent,No,1990-09-06,
00-40221880,Shannon,Vincent,Male,Michigan,Grand Rapids,2017-12-01,Operations,Operations Analyst,Master,76622,Good,No,1987-08-22,
00-35827317,Jacob,Jackson,Female,Michigan,Grand Rapids,2017-10-14,Operations,Inventory Specialist,Bachelor,59879,Satisfactory,Yes,1983-09-18,
00-32518072,Brittney,Henderson,Female,Illinois,Aurora,2017-03-07,Sales,Sales Specialist,Master,89688,Needs Improvement,Yes,1984-09-02,
00-30664729,Randall,Hall,Male,Illinois,Naperville,2023-11-24,Operations,Inventory Specialist,High School,63450,Excellent,No,1966-03-12,
00-54477708,John,Lambert,Female,Pennsylvania,Philadelphia,2018-12-09,Sales,Sales Consultant,Bachelor,66553,Excellent,No,1990-04-17,
00-92972295,Harold,Smith,Male,New York,New York City,2023-09-27,Marketing,SEO Specialist,Bachelor,83836,Good,Yes,1996-09-21,
00-48074872,Donald,Wood,Female,New York,Rochester,2018-07-22,Marketing,SEO Specialist,High School,78413,Good,Yes,2002-07-10,
00-14481563,Jacob,Scott,Female,North Carolina,Greensboro,2017-06-29,Sales,Sales Consultant,PhD,114463,Good,No,1962-04-21,
00-77685146,Pamela,Neal,Female,New York,Rochester,2023-02-18,IT,Software Developer,Bachelor,83288,Good,No,1980-08-14,
00-37937587,Aaron,Wallace,Female,New York,New York City,2021-02-05,Sales,Sales Specialist,Master,76454,Needs Improvement,No,1970-09-11,
00-31770277,Laurie,Wilkinson,Male,New York,Rochester,2017-03-29,Operations,Inventory Specialist,Bachelor,63749,Excellent,Yes,1993-02-14,
00-31905860,Jennifer,Pierce,Male,New York,Buffalo,2020-03-11,IT,Software Developer,Master,97458,Satisfactory,Yes,1985-02-03,
00-82129095,Jaime,Graves,Male,New York,New York City,2015-03-07,Customer Service,Support Specialist,Bachelor,61993,Good,No,1979-06-15,
00-82258236,Corey,Pope,Female,New York,New York City,2024-10-08,Operations,Inventory Specialist,High School,57621,Good,Yes,1986-09-17,
00-26955135,Donna,Jones,Male,New York,New York City,2023-12-19,Marketing,Marketing Coordinator,Bachelor,75401,Good,No,1978-09-25,
00-46268695,Renee,Floyd,Male,New York,Buffalo,2016-07-21,IT,IT Support Specialist,Bachelor,71108,Satisfactory,No,1985-10-06,
00-69637099,Ashley,Burns,Female,New York,Buffalo,2023-01-02,Operations,Inventory Specialist,High School,60823,Satisfactory,No,1986-11-14,
00-52017788,Gina,Cunningham,Female,New York,Buffalo,2023-06-18,Sales,Sales Specialist,Bachelor,66963,Good,Yes,1988-06-28,
00-92515458,Daniel,Rodriguez,Male,New York,Rochester,2017-06-19,Customer Service,Support Specialist,High School,66093,Excellent,No,1962-04-21,
00-29145211,Jason,Watson,Female,North Carolina,Raleigh,2017-08-02,IT,IT Support Specialist,Bachelor,64514,Good,No,1969-11-22,
00-36586910,Andrea,Cross,Male,New York,Buffalo,2016-12-08,Sales,Sales Representative,Bachelor,63681,Good,Yes,1994-05-02,
00-88919775,Lawrence,Brady,Male,Michigan,Warren,2018-09-26,Sales,Sales Representative,Bachelor,63330,Good,No,1975-03-22,
00-11998162,Teresa,Jackson,Male,New York,New York City,2018-09-26,Customer Service,Support Specialist,Bachelor,58983,Satisfactory,No,2004-05-30,
00-45997422,Clinton,Hawkins,Female,New York,New York City,2021-01-18,Operations,Inventory Specialist,Bachelor,58592,Needs Improvement,Yes,1961-06-30,
00-70147892,Jeanne,Christensen,Female,New York,Rochester,2018-10-28,IT,IT Support Specialist,Bachelor,53875,Needs Improvement,Yes,1997-05-10,
00-27775673,Matthew,Young,Female,New York,New York City,2017-07-27,Sales,Sales Specialist,Bachelor,60646,Good,No,1979-05-15,
00-40746598,Kathy,Lyons,Female,New York,Rochester,2016-11-29,Operations,Inventory Specialist,Bachelor,59657,Good,No,1976-11-13,
00-63792086,Jason,Kelley,Female,Michigan,Detroit,2016-05-25,Operations,Logistics Coordinator,Bachelor,58973,Good,No,1982-01-25,
00-46784982,Charlotte,Moore,Male,New York,New York City,2019-12-19,Customer Service,Customer Service Representative,Bachelor,63468,Needs Improvement,No,1959-09-28,
00-78276013,Bonnie,Nolan,Male,Michigan,Detroit,2021-11-09,IT,IT Support Specialist,Bachelor,66930,Satisfactory,No,1997-03-21,
00-61418159,William,Rivera,Female,New York,New York City,2016-12-08,Operations,Logistics Coordinator,Bachelor,59269,Excellent,Yes,1981-09-15,
00-13409779,Larry,Brown,Male,North Carolina,Charlotte,2023-02-07,Sales,Sales Specialist,Bachelor,72541,Good,No,1976-03-10,
00-70205894,Wendy,Taylor,Male,Pennsylvania,Allentown,2023-10-08,IT,Software Developer,Master,89340,Needs Improvement,Yes,1962-06-11,
00-10605250,Karen,Martin,Female,Pennsylvania,Allentown,2020-01-21,Operations,Operations Analyst,Master,60271,Good,No,1992-06-21,
00-81544236,Gregory,Lewis,Female,Pennsylvania,Philadelphia,2023-04-25,Operations,Inventory Specialist,High School,55366,Good,No,1986-11-21,
00-28445351,Amanda,Garrett,Male,New York,Buffalo,2017-11-22,Marketing,SEO Specialist,Bachelor,65199,Excellent,Yes,1971-02-12,
00-24212949,Tiffany,Taylor,Male,Illinois,Aurora,2016-03-01,Marketing,Content Creator,High School,66799,Good,No,1964-10-31,
00-54542152,Brian,Davis,Female,New York,Rochester,2018-04-19,Sales,Sales Consultant,Bachelor,66525,Good,No,1966-03-01,
00-46360358,Tony,Ramirez,Female,New York,New York City,2017-03-24,IT,IT Support Specialist,High School,58156,Satisfactory,No,1982-08-09,
00-88099509,Jessica,Middleton,Female,Michigan,Grand Rapids,2021-12-01,Customer Service,Customer Service Representative,Bachelor,52660,Needs Improvement,No,1991-09-02,
00-99414559,Alicia,Rodriguez,Male,New York,Buffalo,2023-06-13,Operations,Logistics Coordinator,Bachelor,61071,Good,No,1993-10-30,
00-69272776,Terri,Frye,Male,New York,Rochester,2019-08-13,Operations,Operations Analyst,Bachelor,86758,Good,Yes,1979-12-06,
00-95592155,Carrie,Gonzalez,Male,New York,Buffalo,2017-01-04,Operations,Logistics Coordinator,Bachelor,64367,Satisfactory,Yes,1971-01-14,
00-27025492,Emily,Fitzgerald,Female,Michigan,Detroit,2018-10-13,Sales,Sales Representative,Bachelor,69055,Satisfactory,No,1973-05-27,
00-27621753,Alexander,Johnson,Female,New York,Buffalo,2017-03-22,Customer Service,Help Desk Technician,High School,73220,Excellent,No,1979-11-19,
00-83183047,Tiffany,Hill,Female,Michigan,Grand Rapids,2017-10-05,Operations,Logistics Coordinator,Bachelor,59483,Excellent,No,2002-10-23,
00-53128998,Heather,Robinson,Male,New York,Buffalo,2022-02-20,Sales,Sales Representative,Bachelor,67961,Satisfactory,No,1981-04-18,
00-24691650,David,Gonzales,Female,New York,Buffalo,2020-05-19,Operations,Inventory Specialist,Bachelor,58353,Good,No,1978-08-13,
00-50602354,Melissa,Martinez,Female,New York,Rochester,2023-12-07,IT,IT Support Specialist,Bachelor,58910,Good,No,1991-02-07,
00-15562968,Dakota,Watson,Female,New York,New York City,2019-03-17,Finance,Accounts Payable Specialist,Bachelor,54373,Needs Improvement,No,1993-10-16,
00-87118971,Blake,Frank,Female,New York,New York City,2017-02-20,Operations,Logistics Coordinator,Bachelor,56171,Good,No,1998-07-25,
00-32837888,Wesley,Butler,Male,New York,Buffalo,2020-12-10,Operations,Inventory Specialist,High School,63408,Satisfactory,No,1988-08-12,
00-57552019,Brandon,King,Male,New York,Buffalo,2016-03-17,Operations,Operations Analyst,Bachelor,68204,Good,No,1960-01-02,
00-32270634,Aaron,Joyce,Female,New York,New York City,2018-01-23,Sales,Sales Representative,Bachelor,73708,Good,No,1970-10-31,
00-99323531,Maxwell,Mcguire,Male,New York,Rochester,2017-03-31,Sales,Sales Representative,Bachelor,83309,Satisfactory,Yes,1959-09-22,
00-17694709,Sarah,Gonzales,Female,New York,Buffalo,2023-06-28,Customer Service,Customer Service Representative,High School,55094,Good,Yes,1983-12-24,
00-77572744,Michael,Leach,Female,Illinois,Chicago,2023-02-07,Customer Service,Customer Service Representative,High School,62096,Satisfactory,No,1962-03-24,
00-80771894,Cheryl,Walker,Male,New York,Buffalo,2020-10-25,Marketing,Content Creator,Bachelor,63523,Good,No,2002-05-10,
00-33058100,Chad,Johnson,Male,New York,Rochester,2024-03-03,Operations,Inventory Specialist,Bachelor,63939,Excellent,No,1997-07-08,
00-68685777,Vicki,Davis,Female,Michigan,Grand Rapids,2022-09-23,Sales,Sales Representative,Bachelor,63617,Good,No,1991-07-02,
00-64295203,Nicole,Jennings,Male,New York,New York City,2023-10-16,Operations,Inventory Specialist,High School,56647,Good,Yes,1982-04-21,
00-78171248,Charles,Evans,Female,Michigan,Detroit,2017-12-03,Sales,Sales Specialist,Bachelor,64004,Needs Improvement,No,1988-11-15,
00-98377293,Cathy,Valencia,Male,New York,Rochester,2020-03-02,Operations,Operations Analyst,Master,81530,Good,No,1974-05-20,
00-50955675,Brandi,Sosa,Male,New York,Rochester,2024-03-25,Sales,Sales Consultant,Bachelor,79327,Good,Yes,1972-06-19,
00-52799635,David,Glover,Female,New York,Buffalo,2022-04-13,Sales,Sales Consultant,PhD,95224,Good,No,1961-09-30,
00-88598201,John,Sanford,Male,New York,New York City,2019-07-30,Operations,Logistics Coordinator,Bachelor,64443,Excellent,No,2002-09-26,
00-33167793,Lori,Jones,Female,Michigan,Grand Rapids,2017-05-31,Operations,Inventory Specialist,High School,57328,Satisfactory,Yes,1978-01-12,
00-24265941,Philip,Hernandez,Female,Illinois,Chicago,2020-02-01,Sales,Sales Specialist,Bachelor,62403,Good,No,1993-05-30,
00-99078726,Laurie,Harris,Male,New York,Rochester,2024-02-16,Operations,Logistics Coordinator,Bachelor,69432,Satisfactory,No,1990-05-07,
00-50248639,Robert,Smith,Male,Virginia,Norfolk,2019-01-22,Customer Service,Support Specialist,High School,57734,Good,No,1989-01-21,
00-35327280,Michael,Grant,Male,New York,New York City,2020-05-23,Operations,Logistics Coordinator,Bachelor,70774,Good,No,1986-10-28,
00-96720635,Tanya,Butler,Male,New York,Buffalo,2015-12-19,IT,Software Developer,Master,102889,Satisfactory,No,1985-10-09,
00-31813769,Phillip,Finley,Male,Michigan,Warren,2017-12-07,Sales,Sales Specialist,Bachelor,89936,Satisfactory,No,1996-01-12,
00-48584041,Patricia,Reyes,Female,Illinois,Chicago,2020-09-29,Operations,Logistics Coordinator,Bachelor,60722,Good,Yes,1996-12-22,
00-11536077,Phillip,Hernandez,Male,New York,Rochester,2023-08-10,Operations,Inventory Specialist,Bachelor,62376,Good,Yes,1972-04-17,
00-97929289,William,Long,Male,New York,Rochester,2019-05-21,IT,System Administrator,Bachelor,105693,Good,No,1985-10-30,
00-69509996,Bruce,Perkins,Male,New York,Rochester,2015-10-30,IT,Software Developer,Bachelor,108070,Satisfactory,Yes,2003-09-23,
00-10033114,Kathryn,Scott,Male,New York,New York City,2017-09-12,Operations,Logistics Coordinator,Bachelor,64807,Good,No,2001-07-31,
00-17061921,Barry,Sanford,Female,New York,New York City,2024-06-01,Customer Service,Help Desk Technician,Bachelor,87079,Good,Yes,1974-08-04,
00-36065795,Tina,Cohen,Male,New York,New York City,2017-08-23,Marketing,Content Creator,High School,58705,Satisfactory,Yes,1973-01-30,
00-48257465,Kayla,Love,Male,Michigan,Detroit,2021-08-09,Operations,Inventory Specialist,Bachelor,69982,Good,No,2000-02-20,
00-41084734,Robert,Smith,Male,Florida,Orlando,2021-09-09,IT,IT Support Specialist,High School,59902,Satisfactory,Yes,1974-04-08,
00-21328270,Cassandra,Jackson,Male,New York,New York City,2020-03-14,Operations,Logistics Coordinator,Bachelor,65514,Good,Yes,1983-04-12,
00-36949872,David,Jackson,Male,New York,Buffalo,2020-02-22,Operations,Operations Analyst,Bachelor,70008,Good,Yes,1971-04-26,
00-31518068,Ryan,Flowers,Female,New York,New York City,2017-02-04,Customer Service,Customer Service Representative,Bachelor,59606,Good,No,1999-01-08,
00-21655936,Kenneth,Thomas,Male,New York,Rochester,2024-03-25,Operations,Logistics Coordinator,Bachelor,68748,Satisfactory,No,2000-04-19,
00-10776989,Kristi,Wade,Male,New York,Rochester,2022-12-24,Operations,Inventory Specialist,High School,59332,Satisfactory,Yes,1990-06-23,
00-80984616,Maria,Cooper,Male,New York,Rochester,2017-09-12,Operations,Inventory Specialist,High School,63791,Good,No,1991-09-27,
00-15002545,Angela,Flores,Male,New York,New York City,2018-09-19,Finance,Financial Analyst,PhD,71220,Good,Yes,1979-08-23,
00-24884380,Edward,Shelton,Female,Ohio,Columbus,2024-11-26,Customer Service,Support Specialist,Bachelor,60137,Satisfactory,No,1974-11-07,
00-17367600,William,Mercado,Male,New York,Rochester,2019-01-16,Customer Service,Customer Service Representative,Bachelor,61320,Excellent,Yes,1996-11-02,
00-27421340,Amanda,Vasquez,Male,New York,Rochester,2019-08-19,Sales,Sales Representative,Bachelor,76319,Good,No,1991-10-18,
00-80561155,Stephanie,Williamson,Male,Virginia,Richmond,2022-10-15,Customer Service,Help Desk Technician,Bachelor,62339,Excellent,Yes,1986-06-06,
00-11976405,Cindy,Russell,Male,New York,Buffalo,2020-09-05,Operations,Operations Analyst,Bachelor,86524,Needs Improvement,No,1998-08-14,
00-33281964,John,Collins,Female,New York,New York City,2017-11-15,Operations,Logistics Coordinator,Bachelor,59361,Good,Yes,1999-01-11,
00-69685669,Jennifer,Barrett,Male,New York,New York City,2023-08-10,Customer Service,Help Desk Technician,High School,61190,Good,No,1987-04-27,
00-39921345,Felicia,Baker,Female,New York,Rochester,2022-03-20,Finance,Accountant,Bachelor,77371,Satisfactory,No,1994-06-22,
00-36605629,Anita,Ballard,Male,New York,Rochester,2023-12-11,Sales,Sales Consultant,Bachelor,79029,Good,Yes,1994-10-23,
00-96290472,Dennis,Sheppard,Male,New York,New York City,2024-04-19,Finance,Financial Analyst,Bachelor,72370,Good,Yes,1998-09-24,
00-47998956,Stacey,Dickson,Female,New York,Buffalo,2022-03-14,Sales,Sales Manager,PhD,90004,Excellent,No,1977-12-09,
00-28416939,Pamela,Estrada,Female,New York,Buffalo,2024-05-21,Operations,Inventory Specialist,Bachelor,62219,Good,No,1972-11-26,
00-62222696,Amanda,Walker,Female,New York,New York City,2018-04-12,Operations,Inventory Specialist,Bachelor,62995,Good,Yes,1973-04-11,
00-36390882,Stacy,Avery,Female,New York,New York City,2019-01-14,Customer Service,Help Desk Technician,Bachelor,60795,Good,No,1996-10-15,
00-98381347,Lisa,Allen,Female,New York,Buffalo,2023-01-31,Sales,Sales Representative,Bachelor,67367,Good,No,1975-08-10,
00-73969348,Jasmine,Diaz,Female,Michigan,Warren,2024-09-16,Sales,Sales Consultant,PhD,107947,Good,Yes,1992-11-08,
00-37974764,Allison,Sullivan,Female,New York,Buffalo,2023-05-26,Sales,Sales Specialist,PhD,68942,Satisfactory,No,1968-10-27,
00-34167344,Tina,Adams,Male,New York,New York City,2021-12-02,Sales,Sales Specialist,Master,77727,Good,Yes,1998-04-26,
00-47237796,Steven,Luna,Female,New York,New York City,2023-12-22,Customer Service,Support Specialist,Bachelor,60297,Good,No,2000-07-01,
00-53995738,Hannah,Leonard,Female,New York,New York City,2023-07-13,Customer Service,Support Specialist,Bachelor,55855,Good,Yes,1969-12-23,
00-83884042,Mark,Chavez,Male,New York,New York City,2019-08-16,Operations,Logistics Coordinator,Bachelor,63994,Excellent,No,1994-01-22,
00-76359158,Jennifer,Le,Female,Michigan,Detroit,2021-04-15,Operations,Inventory Specialist,High School,53189,Good,Yes,2002-05-19,
00-33143904,Jennifer,Bender,Male,New York,Buffalo,2017-12-22,Operations,Inventory Specialist,High School,67523,Satisfactory,No,1972-12-01,
00-32642542,Cynthia,Arroyo,Male,North Carolina,Charlotte,2017-05-21,Sales,Sales Specialist,PhD,64156,Good,No,1995-01-19,
00-51292413,Tammy,Kim,Female,New York,New York City,2017-08-08,IT,IT Support Specialist,Bachelor,64780,Good,No,1975-01-11,
00-76600213,Thomas,Vincent,Female,New York,New York City,2017-06-02,Operations,Operations Analyst,Master,57955,Excellent,No,1996-02-22,
00-67498960,Paul,Chandler,Male,New York,Buffalo,2023-10-29,Customer Service,Help Desk Technician,High School,61728,Needs Improvement,No,1982-12-10,
00-62173273,Wesley,Rivers,Male,New York,New York City,2020-01-25,Customer Service,Support Specialist,High School,57893,Satisfactory,No,1978-01-17,
00-11446903,Ryan,Bullock,Male,New York,Rochester,2017-02-19,Marketing,Content Creator,Bachelor,70497,Satisfactory,No,1964-11-21,
00-81949589,Christian,Cooper,Male,New York,Buffalo,2018-05-24,IT,System Administrator,Bachelor,106527,Excellent,Yes,1980-06-30,
00-28363062,Andrew,Wolfe,Male,New York,Rochester,2019-01-04,Operations,Logistics Coordinator,Bachelor,65724,Satisfactory,Yes,1997-03-10,
00-47698267,Ashley,Schaefer,Female,New York,New York City,2022-12-30,Operations,Logistics Coordinator,Bachelor,60403,Good,Yes,1998-08-29,
00-79218457,Christine,Case,Male,Michigan,Warren,2019-07-17,IT,Software Developer,Bachelor,90394,Good,No,1982-07-06,
00-18485147,Christopher,Peterson,Male,New York,New York City,2022-10-23,Sales,Sales Specialist,Bachelor,76281,Good,No,1971-09-16,
00-55486864,Raymond,Thomas,Male,New York,Rochester,2017-11-02,Marketing,SEO Specialist,Bachelor,71987,Satisfactory,No,1971-03-27,
00-52003746,Shelby,Johnston,Male,Pennsylvania,Philadelphia,2019-06-04,Operations,Logistics Coordinator,Bachelor,71898,Good,No,1979-02-04,
00-22263507,Kevin,Griffin,Male,New York,New York City,2019-02-13,Operations,Logistics Coordinator,Bachelor,63914,Good,No,1971-08-09,
00-53122422,Melissa,Allen,Female,New York,Rochester,2023-06-26,Operations,Logistics Coordinator,Bachelor,60157,Good,No,1977-08-24,
00-14362261,Molly,Hill,Male,New York,New York City,2020-04-03,IT,Software Developer,Bachelor,112242,Excellent,Yes,1985-08-06,
00-81622676,Micheal,Love,Male,New York,New York City,2016-02-16,IT,IT Support Specialist,Bachelor,60953,Good,Yes,1990-09-24,
00-16698934,Joseph,Cruz,Female,New York,Rochester,2018-12-29,IT,Software Developer,Bachelor,83866,Good,No,2003-05-30,
00-65105128,Lisa,Williams,Female,New York,Rochester,2022-09-17,IT,Software Developer,Master,94122,Good,No,1977-07-19,
00-71151032,Stephanie,Curtis,Female,Virginia,Richmond,2020-08-14,Sales,Sales Specialist,Master,88808,Needs Improvement,No,2001-06-11,
00-47018238,James,Sparks,Female,New York,New York City,2017-03-03,Operations,Logistics Coordinator,Bachelor,63503,Satisfactory,Yes,1973-12-23,
00-60355335,Shelley,Velasquez,Male,New York,Rochester,2016-04-26,Marketing,Marketing Coordinator,Bachelor,63285,Good,No,1987-07-03,
00-97486496,Kimberly,Mercado,Female,New York,Buffalo,2024-03-23,Customer Service,Help Desk Technician,High School,56532,Satisfactory,Yes,1995-06-05,
00-44414393,Jennifer,Brown,Female,New York,Buffalo,2023-08-09,Finance,Accountant,Bachelor,55053,Satisfactory,No,1970-06-04,
00-62036138,Robert,Barrett,Male,New York,New York City,2022-06-27,Customer Service,Customer Service Representative,Bachelor,68409,Needs Improvement,No,1967-07-26,
00-19011856,Jeremy,Woodward,Male,Michigan,Detroit,2018-09-22,Customer Service,Customer Service Representative,High School,57822,Excellent,No,2004-02-16,
00-21694111,Rebecca,Johnson,Male,New York,New York City,2020-09-07,Marketing,Content Creator,High School,64092,Needs Improvement,No,2000-03-24,
00-91729035,Gina,Martinez,Female,Ohio,Cincinnati,2020-07-25,Operations,Logistics Coordinator,Bachelor,61551,Good,No,1961-06-05,
00-70775326,Lynn,Gillespie,Male,Michigan,Grand Rapids,2019-02-25,Marketing,Marketing Manager,PhD,105141,Good,Yes,1969-10-24,
00-87425465,Sarah,Miller,Female,New York,New York City,2023-10-11,IT,Software Developer,Bachelor,82707,Good,No,1988-01-23,
00-79393678,Ana,Davis,Female,New York,Buffalo,2018-12-29,Sales,Sales Consultant,Master,82634,Good,No,1974-11-22,
00-70991492,Angela,Flores,Female,North Carolina,Charlotte,2021-03-23,IT,IT Support Specialist,High School,59264,Good,Yes,1998-11-28,
00-12742587,Michael,Montes,Male,Ohio,Cincinnati,2017-04-19,Marketing,Content Creator,High School,65518,Needs Improvement,No,2001-06-13,
00-65283939,Jocelyn,Thompson,Male,New York,Buffalo,2022-12-12,Sales,Sales Consultant,Master,93226,Good,Yes,1970-09-09,
00-55293238,Rebecca,Salinas,Male,New York,New York City,2023-04-11,Sales,Sales Representative,Bachelor,62224,Good,Yes,1988-02-04,
00-43283131,Joseph,Frazier,Male,New York,New York City,2019-12-12,Operations,Logistics Coordinator,Bachelor,59608,Needs Improvement,No,2000-04-16,
00-78343137,Erika,Williams,Female,New York,Rochester,2017-07-13,IT,IT Support Specialist,High School,66101,Good,Yes,1963-01-29,
00-74833468,James,Hanna,Female,New York,Rochester,2021-12-04,Operations,Operations Analyst,Bachelor,53755,Good,No,2000-03-03,
00-12986769,Deborah,Cabrera,Male,Illinois,Aurora,2023-01-10,IT,System Administrator,Bachelor,72004,Excellent,Yes,1999-08-10,
00-26138711,Heather,Jenkins,Male,New York,Buffalo,2020-05-12,Sales,Sales Representative,Bachelor,75218,Excellent,No,1972-01-15,
00-34616876,Nancy,Hoover,Female,Michigan,Grand Rapids,2019-03-28,Sales,Sales Specialist,Master,83146,Good,No,1988-04-30,
00-96217855,Rebecca,Ford,Female,Michigan,Warren,2017-02-21,Marketing,SEO Specialist,High School,84346,Excellent,No,1971-12-20,
00-12166903,Barbara,Ross,Female,New York,New York City,2023-05-06,Operations,Operations Analyst,Bachelor,65062,Satisfactory,No,1987-01-25,
00-96844604,Richard,Lee,Female,New York,Buffalo,2020-01-02,Operations,Inventory Specialist,High School,60639,Satisfactory,No,1978-01-09,
00-77428484,Daniel,Bartlett,Female,New York,Buffalo,2022-09-08,Operations,Logistics Coordinator,Bachelor,59967,Satisfactory,No,1968-04-16,
00-16266737,Maria,Buckley,Female,New York,New York City,2018-09-02,Customer Service,Support Specialist,Bachelor,66493,Good,No,1972-12-24,
00-65661439,Isabella,Ochoa,Female,New York,New York City,2017-11-12,Operations,Inventory Specialist,Bachelor,60678,Satisfactory,No,1988-08-20,
00-32704265,Scott,Herrera,Male,New York,Rochester,2022-01-10,Customer Service,Support Specialist,Bachelor,61295,Satisfactory,No,1977-06-12,
00-77607486,Sara,Richardson,Female,New York,Buffalo,2022-09-10,IT,Software Developer,Master,80428,Needs Improvement,No,2004-05-28,
00-52266854,April,Riggs,Male,New York,Rochester,2023-01-15,Customer Service,Help Desk Technician,Bachelor,77336,Excellent,No,1970-01-07,
00-12940347,Anthony,Hernandez,Male,New York,New York City,2023-11-29,Operations,Operations Analyst,Master,69477,Satisfactory,No,1991-12-30,
00-86638551,Faith,Blair,Female,New York,Rochester,2017-01-26,Operations,Logistics Coordinator,Bachelor,59849,Satisfactory,No,1987-09-06,
00-71124266,Kyle,Flores,Female,New York,New York City,2016-09-14,Sales,Sales Representative,Bachelor,66146,Needs Improvement,No,1989-05-06,
00-85300766,Melanie,Lee,Female,New York,Buffalo,2019-06-15,Finance,Accounts Payable Specialist,Bachelor,55688,Good,No,1986-04-25,
00-20435361,Anthony,Turner,Male,New York,Buffalo,2020-08-10,Operations,Logistics Coordinator,Bachelor,65874,Satisfactory,Yes,1973-03-18,
00-69429182,Heather,Martinez,Male,New York,Buffalo,2015-12-23,IT,Software Developer,Master,88793,Good,No,2002-07-19,
00-35074424,Jeff,Sanders,Male,New York,Rochester,2023-11-10,Sales,Sales Consultant,Bachelor,82590,Satisfactory,No,1962-09-25,
00-31858604,Courtney,Miller,Female,Michigan,Warren,2020-03-04,Customer Service,Help Desk Technician,High School,55955,Good,No,2001-04-27,
00-73695246,Rebekah,Gonzalez,Male,New York,Rochester,2017-03-18,Sales,Sales Representative,Bachelor,72759,Good,No,1980-08-20,
00-33798326,Nicholas,Reed,Female,Michigan,Warren,2022-10-03,Marketing,Content Creator,Bachelor,56622,Good,Yes,1993-04-28,
00-92639155,Eric,Rowe,Female,Virginia,Norfolk,2016-03-09,IT,System Administrator,Master,89443,Needs Improvement,No,1998-10-18,
